;ISIN-код бумаги;Номинал;Доходность;Цена послед.;Дюрация;Лучш. пред;Спрос;Размер купона;Длит. купона;Дата выпл. куп.;НКД;Погашение;До погашения;Оборот;Заявки куп.;Заявки прод.;Общ. предл.;Общ. спрос;Доходность
ОФЗ 29006;RU000A0JV4L2;1000;7.84;107.45;1895;107;107.45;45.48;182;08.08.2018;17.49;29.01.2025;2479;330422510;29;73;309821;255275;9.120989011
RUS-30;XS0114288789;0.445;0;0;0;0;90;0.02;180;30.09.2018;0.0982;31.03.2030;4366;0;1;0;0;1;9.11360799
Акрон БО-2;RU000A0JVYE3;1000;7.46;0;209;101;100.11;45.38;182;22.05.2018;36.65;20.11.2018;217;0;17;1;93;354;9.100934066
Акрон БО-3;RU000A0JVYF0;1000;7.46;0;209;101.34;90.01;45.38;182;22.05.2018;36.65;20.11.2018;217;0;12;1;12;99;9.100934066
ЮнКрБанБ11;RU000A0JV052;1000;9.3;0;0;0;81.02;45.38;182;23.05.2018;36.4;20.11.2019;582;0;8;0;0;13;9.100934066
ВТБ 4ИПА;RU000A0JTXP5;357.06;0;0;0;0;60;8.1;91;01.06.2018;4.14;01.09.2044;9634;0;1;0;0;1;9.099034053
ВТБ 3ИПА;RU000A0JSZF3;268.52;0;0;0;0;61;5.89;88;28.05.2018;3.18;15.09.2044;9648;0;1;0;0;1;9.098061089
ВТБ 2ИПА;RU000A0JRSW5;229.83;0;0;0;0;0;5.04;88;26.05.2018;2.83;26.11.2043;9354;0;0;0;0;0;9.095655682
ДиджИнвБ03;RU000A0JW8X7;1000;0;0;0;0;0.39;45.28;182;10.09.2018;0;08.03.2021;1056;0;1;0;0;10;9.080879121
ВЭБ ПБО1Р7;RU000A0JXRP9;1000;7.5;102.49;539;101.8;101.51;45.13;182;25.05.2018;35.7;22.11.2019;584;8187;7;7;110863;1079;9.050796703
ДОМ.РФ17об;RU000A0JR5F7;1000;7.62;0;696;105;102;22.56;91;15.07.2018;0.5;15.04.2022;1459;0;4;1;1000;1012;9.048791209
СоцИнфр 1;RU000A0ZYMF5;965.89;0;0;0;0;0;21.31;89;20.05.2018;13.45;20.08.2024;2317;0;0;0;0;0;9.048125958
ИАПульс-1А;RU000A0JVJY2;369.71;-30.37;0;0;0;61;2.83;31;25.04.2018;2.1;25.04.2045;9870;0;1;0;0;1;9.01273099
ИА АкБарсА;RU000A0JV326;336.3;0;0;0;0;0;2.49;30;10.05.2018;0.58;10.05.2047;10615;0;0;0;0;0;9.008325899
АИЖК-11 А2;RU000A0JRMW8;240.49;-0.27;0;59;0;75.01;5.46;92;15.06.2018;1.96;15.09.2043;9282;0;5;0;0;57;9.007425058
АИЖ11А1/12;RU000A0JTCV7;270.94;0;0;0;0;70;5.95;89;25.05.2018;3.41;25.05.2045;9900;0;2;0;0;6;9.006305969
ГПБ 1-ИП-А;RU000A0JV1H6;548.42;0;0;0;0;0;12.04;89;25.05.2018;6.9;27.04.2048;10968;0;0;0;0;0;9.003597259
АИЖ11-1А1;RU000A0JS1A6;172.64;0;0;0;0;70;3.79;89;15.05.2018;2.6;15.02.2044;9435;0;2;0;0;11;9.003277587
ИА СБ-14 А;RU000A0JV2K8;368.84;0;0;0;0;60;8.37;92;28.06.2018;1.82;28.12.2046;10482;0;1;0;0;1;9.003108453
АИЖК14-3А1;RU000A0JV1C7;452.58;0;0;0;0;70.01;10.27;92;16.06.2018;3.57;16.06.2047;10652;0;4;0;0;9;9.002852246
АИЖК-12 А2;RU000A0JSKJ7;387.02;10.05;0;0;120;90.02;8.59;90;22.04.2018;8.11;22.01.2044;9411;0;4;1;3;35;9.001401019
ИАВ 4 А;RU000A0JVFN3;391.11;7985.72;0;0;0;61;2.99;31;27.04.2018;2.03;27.01.2048;10877;0;1;0;0;1;9.001262742
БизнКонсБ1;RU000A0JVBF8;1000;9.18;0;0;0;0;44.88;182;27.09.2018;4.68;26.03.2020;709;0;0;0;0;0;9.000659341
БинбанкБ05;RU000A0JV1D5;1000;8.93;0;224;100.5;100.12;44.88;182;06.06.2018;32.55;02.12.2020;960;0;13;7;255;2033;9.000659341
ВТБ БО-30;RU000A0JV3Q3;1000;6.22;0;155;101.23;100.8;22.44;91;22.06.2018;6.16;13.12.2024;2432;0;7;1;15000;22104;9.000659341
ИРКУТ БО-4;RU000A0JUA45;1000;8.42;0;201;100.7;100.21;44.88;182;14.05.2018;38.22;06.11.2023;2029;0;5;3;15591;9;9.000659341
ЛОКОБнкБО5;RU000A0JU153;1000;13.49;0;91;0;99;44.88;182;17.07.2018;22.44;11.07.2023;1911;0;3;0;0;1007;9.000659341
ЛСР БО 1Р3;RU000A0ZYBV5;1000;9.01;100.95;1238;100.95;100.34;22.44;91;03.07.2018;3.45;27.09.2022;1624;11105;8;37;66363;593;9.000659341
МТС 001P-1;RU000A0JXEV5;1000;7.91;0;1194;0;104;44.88;182;10.08.2018;16.52;04.02.2022;1389;0;8;0;0;101;9.000659341
РЕСОЛизБ04;RU000A0JVXS5;1000;10.26;99;363;95;95;44.88;182;10.05.2018;39.21;30.10.2025;2753;24900;2;1;15;11;9.000659341
РСГ-ФинБ6;RU000A0JWQX7;1000;10.46;0;469;98.55;97.66;44.88;182;23.08.2018;13.32;22.08.2019;492;0;6;9;2530;2119;9.000659341
РУСАЛБАл08;RU000A0JRF11;1000;11.06;0;348;98.4;95;44.88;182;08.10.2018;1.97;05.04.2021;1084;0;10;2;1151;298;9.000659341
СОЮЗ БО-04;RU000A0JVHS8;1000;12.58;0;0;0;63;44.88;182;14.06.2018;30.58;11.06.2020;786;0;1;0;0;1;9.000659341
СвязьБанк4;RU000A0JS793;1000;11.7;0;0;0;0;44.88;182;18.04.2018;44.63;13.04.2022;1457;0;0;0;0;0;9.000659341
ТКБ БО-2;RU000A0JTYQ1;1000;35.41;0;0;0;75;44.88;182;05.06.2018;32.79;30.05.2023;1869;0;2;0;0;7;9.000659341
ТКХ БП1;RU000A0ZYCR1;1000;9.12;0;1116;100.24;99.75;44.88;182;11.10.2018;1.23;30.09.2027;3453;0;5;6;22974;460;9.000659341
ТверОбл 13;RU000A0JUAX5;250;7.24;0;213;100.92;100.12;5.61;91;24.05.2018;3.33;22.11.2018;219;0;19;15;7992;1397;9.000659341
ТрнфБО1P6;RU000A0JXM97;1000;7.4;0;964;104.5;104.01;44.88;182;26.09.2018;4.93;24.03.2021;1072;0;5;68;159024;62;9.000659341
ФСК ЕЭС-25;RU000A0JT2K2;1000;6.81;0;508;0;96.13;44.88;182;25.09.2018;5.18;14.09.2027;3437;0;6;0;0;56;9.000659341
ЮнКрБанБ21;RU000A0JUMJ9;1000;9.18;0;0;0;90.02;44.88;182;18.05.2018;37.23;17.05.2019;395;0;5;0;0;9;9.000659341
ЮнКрБанБ22;RU000A0JUSH0;1000;7.9;0;0;0;91.01;44.88;182;07.08.2018;17.26;06.08.2019;476;0;4;0;0;8;9.000659341
ГТЛК 1P-06;RU000A0ZYAP9;987.59;7.78;0;1992;108.5;102;22.16;91;20.06.2018;6.57;01.09.2032;5251;0;3;1;2000;2031;9.000042172
ВолгСпорт2;RU000A0JT593;1000;8.75;0;0;0;65;90;365;31.08.2018;56.47;29.02.2024;2144;0;1;0;0;1;9
НацСтдБО-2;RU000A0JU0U2;1000;9.02;0;268;100.1;100;44.63;181;18.07.2018;21.95;18.07.2023;1918;0;2;1;5000;70;8.999972376
ФинАвиа 01;RU000A0JVZF7;1000;23.45;69.69;1066;68.8;68.75;44.63;181;31.07.2018;18.74;31.07.2022;1566;796597;24;31;6878;654;8.999972376
ИА АТБ 2 А;RU000A0JUG15;331.21;-29.35;0;0;101.85;100.85;7.35;90;26.04.2018;6.62;01.10.2046;10394;0;1;1;1000;1000;8.99982891
Правоурми1;RU000A0JTER1;1000;9.16;0;574;0;65;59.42;241;24.08.2018;27.62;26.12.2019;618;0;1;0;0;1;8.999294606
ИА ИТБ 14А;RU000A0JV1U9;330.86;0;0;0;0;0;7.26;89;03.05.2018;5.96;31.03.2047;10575;0;0;0;0;0;8.999019919
ГТЛК 1P-02;RU000A0JX199;821.9;9.31;0;0;0;61.01;18.44;91;11.06.2018;7.3;24.11.2031;4969;0;2;0;0;2;8.998982524
ИАВТБ2014А;RU000A0JV409;459.39;9.26;0;0;0;60;10.42;92;07.06.2018;4.64;07.09.2057;14388;0;1;0;0;1;8.998937154
ВТБ 6ИПА;RU000A0JUPS3;460.29;0;0;0;0;61;10.44;92;05.06.2018;4.88;14.08.2043;9250;0;1;0;0;1;8.99858029
ИА ДВИЦ1 А;RU000A0JVAJ2;462.6;29.63;0;0;0;0;10.15;89;07.05.2018;7.87;07.11.2047;10796;0;0;0;0;0;8.998358084
АИЖК-13 А2;RU000A0JU3J9;1000;5.24;0;0;0;80.01;22.68;92;09.06.2018;9.62;09.09.2045;10007;0;5;0;0;16;8.998043478
ВТБ 7ИПА;RU000A0JV1E3;481.5;0;0;0;0;61;10.92;92;06.06.2018;4.99;06.12.2044;9730;0;1;0;0;1;8.997697413
ИА ИНТЕХ А;RU000A0JVAQ7;284.89;12.71;0;0;0;0;6.25;89;04.05.2018;5.06;04.05.2045;9879;0;0;0;0;0;8.997164685
ИА ХМБ-2 А;RU000A0JV169;497.77;0;0;0;0;0;10.92;89;27.05.2018;6.01;01.07.2047;10667;0;0;0;0;0;8.996980465
АИЖК-10 А2;RU000A0JQY35;112.14;-3.59;0;0;0;80.01;2.46;89;20.05.2018;1.55;20.11.2042;8983;0;4;0;0;125;8.996579316
ВТБ 5ИПА;RU000A0JUCH4;367.35;0;0;0;0;61;8.33;92;03.06.2018;4.08;18.09.2046;10381;0;1;0;0;1;8.996425634
ИАНадежД1А;RU000A0JVU81;428.21;6.62;0;0;0;61;9.71;92;15.06.2018;3.48;15.03.2046;10194;0;1;0;0;1;8.996373173
АИЖ11А1/13;RU000A0JUBT1;333.89;0;0;0;0;70;7.57;92;22.06.2018;2.14;22.06.2046;10293;0;2;0;0;5;8.994924129
ИАВ 3 А;RU000A0JUJE6;264.73;-55.48;0;0;0;0;2.02;31;26.04.2018;1.44;26.10.2046;10419;0;0;0;0;0;8.984199361
ОФЗ 29007;RU000A0JV4M0;1000;7.54;109.971;2334;109.97;109.501;44.68;182;12.09.2018;8.59;03.03.2027;3242;3299;26;45;10217;5975;8.960549451
ОФЗ 29011;RU000A0JV7J9;1000;7.47;102.65;607;102.25;102.404;44.68;182;01.08.2018;18.9;29.01.2020;652;93537219;70;54;143000;312679;8.960549451
ОФЗ 29012;RU000A0JX0H6;1000;8.22;103.351;1368;103.284;103.353;44.63;182;23.05.2018;36.05;16.11.2022;1674;4113601;41;56;184145;122609;8.950521978
ЧТПЗ 1P4;RU000A0JXTY7;1000;7.74;0;1006;103.7;100.11;44.63;182;19.06.2018;29.18;08.06.2027;3339;0;4;2;4000;1228;8.950521978
ЛнССМУБ1P2;RU000A0ZYA66;1000;8.92;0;1075;100.9;100.34;22.31;91;15.06.2018;7.85;09.09.2022;1606;0;5;91;151923;1041;8.948516484
Новсиб2016;RU000A0JWUV3;1000;6.89;0;902;108.88;102.51;22.26;91;18.04.2018;22.02;03.10.2021;1265;0;8;1;24;4779;8.928461538
СмолОб2013;RU000A0JU7R3;350;7.28;0;144;100.73;100.6;7.77;91;16.07.2018;0.09;20.10.2018;186;0;17;15;100088;10796;8.904395604
ВЭБ 09;RU000A0JRCX7;1000;7.56;0;959;103.54;102.51;44.38;182;20.09.2018;6.34;18.03.2021;1066;0;8;7;132097;1045;8.900384615
ГТЛК БО-04;RU000A0JVA10;1000;7.44;102.19;485;102.1;101.5;22.19;91;14.06.2018;8.05;06.03.2025;2515;10218;4;6;12146;6016;8.900384615
ГазпромКБ5;RU000A0JXFS8;1000;7.61;106.65;1694;106.65;103.56;44.38;182;15.08.2018;15.12;03.02.2027;3214;3200;4;5;70896;342;8.900384615
ГазпромКБ6;RU000A0JXFY6;1000;7.89;0;0;0;0;44.38;182;15.08.2018;15.12;03.02.2027;3214;0;0;0;0;0;8.900384615
О'КЕЙ-Б04;RU000A0JU7J0;1000;11;0;175;101.5;99.55;44.38;182;09.10.2018;1.71;09.10.2018;175;0;12;3;39;435;8.900384615
ПочтаРосБ4;RU000A0JXMP0;1000;7.53;0;970;0;103.93;44.38;182;01.10.2018;3.66;22.03.2027;3261;0;3;0;0;58;8.900384615
РЕСОЛизБ03;RU000A0JVUS1;1000;9.09;0;0;0;65.01;44.38;182;12.10.2018;0.98;03.10.2025;2726;0;2;0;0;2;8.900384615
РоснефтьБ1;RU000A0JUFU0;1000;7.16;0;293;101.99;0;44.38;182;14.08.2018;15.36;06.02.2024;2121;0;0;1;6736;0;8.900384615
РоснефтьБ7;RU000A0JUFV8;1000;7.36;0;293;101.45;100.9;44.38;182;14.08.2018;15.36;06.02.2024;2121;0;1;1;3000;10000;8.900384615
РусфинБО-7;RU000A0JTVN4;1000;8.92;0;0;0;70.01;44.38;182;24.04.2018;42.67;24.04.2018;7;0;2;0;0;51;8.900384615
РусфинБО11;RU000A0JUXL2;1000;0;0;0;0;0;44.38;182;23.04.2018;42.92;23.10.2019;554;0;0;0;0;0;8.900384615
СИНХФБО1P1;RU000A0JXVE5;1000;8.61;0;1290;101.69;100.11;44.38;182;10.07.2018;23.9;05.07.2022;1540;0;3;3;15055;57;8.900384615
СистемБ1P6;RU000A0JXN21;1000;9.11;99.95;1246;99.1;99.36;44.38;182;05.10.2018;2.68;26.03.2027;3265;252118;29;12;34508;2390;8.900384615
Совком БО5;RU000A0ZYJR6;1000;9.91;99.51;225;99.51;99.51;44.38;182;07.06.2018;31.94;25.11.2027;3509;49755;5;6;18505;1225;8.900384615
ИААбсолют2;RU000A0JUCP7;224.55;3.05;0;25;0;0;4.87;89;12.05.2018;3.5;12.08.2041;8518;0;0;0;0;0;8.894443068
Башнефть07;RU000A0JTM36;1000;5.64;0;615;0;100.04;44.13;182;07.08.2018;16.97;31.01.2023;1750;0;5;0;0;10019;8.850247253
Башнефть09;RU000A0JTM51;1000;7.16;0;614;0;97;44.13;182;07.08.2018;16.97;31.01.2023;1750;0;6;0;0;27;8.850247253
МТС 001P-2;RU000A0JXMH7;1000;7.46;0;967;104.29;100.03;44.13;182;27.09.2018;4.61;25.03.2021;1073;0;5;3;29083;101;8.850247253
ДОМ.РФ21об;RU000A0JS488;300;6.57;0;456;103;93.32;6.44;89;15.05.2018;4.41;15.02.2020;669;0;7;1;43410;117;8.803745318
ВТБЛизФБО2;RU000A0JUSQ1;692.32;8.87;0;0;0;100.01;15.19;91;11.05.2018;11.18;05.08.2022;1571;0;4;0;0;3501;8.800399104
ВертолетБ3;RU000A0ZYMN9;1000;0;0;0;0;100;43.88;182;28.06.2018;26.52;16.12.2027;3530;0;1;0;0;50;8.80010989
ВертолетБ4;RU000A0ZYMM1;1000;8.54;0;2401;0;92.02;43.88;182;28.06.2018;26.52;16.12.2027;3530;0;2;0;0;2;8.80010989
ОДК 02;RU000A0JWDA3;1000;5.2;0;1538;0;75.01;43.88;182;10.10.2018;1.45;17.04.2023;1826;0;2;0;0;2;8.80010989
УрКаПБО3P;RU000A0JXS75;1000;8.06;0;699;101.75;101.51;43.88;182;30.05.2018;33.51;27.05.2020;771;0;6;5;36574;996;8.80010989
ФПК 1P-01;RU000A0JXQ28;1000;7.43;0;1350;105.5;92.54;43.88;182;26.04.2018;41.71;15.04.2027;3285;0;2;3;109985;37;8.80010989
ВТБЛизФБО8;RU000A0JV110;888.89;9.04;0;0;0;100;19.5;91;31.05.2018;10.07;25.11.2021;1318;0;4;0;0;3501;8.799096144
ВСИА2012 А;RU000A0JUD00;367.3;-17.17;0;0;0;0;7.84;89;11.05.2018;5.72;11.08.2046;10343;0;0;0;0;0;8.753827658
ИАПетрок1А;RU000A0JUHY8;228.43;-1.87;0;0;0;0;5.04;92;09.06.2018;2.14;09.12.2046;10463;0;0;0;0;0;8.753514063
ТомскОб 48;RU000A0JUCZ6;500;8.13;0;239;102;100.03;10.91;91;19.06.2018;3.36;18.12.2018;245;0;11;3;941;304;8.751978022
ИАМлторг1А;RU000A0JVB35;561.45;10.17;0;0;0;0;11.98;89;20.05.2018;7.54;20.08.2047;10717;0;0;0;0;0;8.750816756
БинбанкБ06;RU000A0JV5R6;1000;9.63;0;271;102;99.5;43.63;182;23.07.2018;20.38;18.01.2021;1007;0;4;1;10;2003;8.749972527
БинбанкБ07;RU000A0JV5U0;1000;8.69;0;271;100.25;100.1;43.63;182;23.07.2018;20.38;18.01.2021;1007;0;10;6;11436;2060;8.749972527
ВЭБ ПБО1Р9;RU000A0JXU71;1000;7.63;103.49;1012;103.09;100.46;43.63;182;22.06.2018;27.81;18.06.2021;1158;3105;9;91;131397;930;8.749972527
ВейлФин1;RU000A0JUHV4;1000;0;0;322;85;51;43.63;182;12.09.2018;0;13.03.2019;330;0;1;1;100000;1;8.749972527
Европлан-5;RU000A0JTT13;1000;8.92;0;0;0;0;43.63;182;25.09.2018;5.03;26.03.2019;343;0;0;0;0;0;8.749972527
КТЖФинанс1;RU000A0JXS34;1000;9.24;0;1263;99.69;99;43.63;182;12.06.2018;30.21;07.06.2022;1512;0;6;240;50916;698;8.749972527
МежИнБ01P1;RU000A0JXT58;1000;7.5;0;648;103.15;100.01;43.63;182;10.09.2018;8.63;01.03.2027;3240;0;2;1;100000;217;8.749972527
СМП 02;RU000A0JXJM3;1000;0;0;0;0;0;43.63;182;23.06.2018;27.57;17.04.2018;0;0;0;0;0;0;8.749972527
ТранснфБО7;RU000A0JXPK4;1000;0;0;0;0;60.07;43.63;182;25.04.2018;41.71;14.04.2027;3284;0;2;0;0;23;8.749972527
ТрнфБО1P7;RU000A0JXQD7;1000;7.57;0;819;104.49;104.05;43.63;182;02.05.2018;40.03;28.10.2020;925;0;24;6;101438;344;8.749972527
УВЗ Б01;RU000A0JU0S6;1000;10.02;0;427;100.5;98.85;43.63;182;12.07.2018;23.01;09.07.2020;814;0;19;6;1454;597;8.749972527
УВЗ Б02;RU000A0JU0T4;1000;9.38;0;427;99.98;99.2;43.63;182;12.07.2018;23.01;09.07.2020;814;0;30;13;5906;1577;8.749972527
ФСК ЕЭС-15;RU000A0JRUS9;1000;8.94;0;0;0;0;43.63;182;19.04.2018;43.15;12.10.2023;2004;0;0;0;0;0;8.749972527
ЕврХимБ1Р2;RU000A0JXRN4;1000;7.21;0;698;102.49;101;43.39;181;26.05.2018;34.04;26.05.2020;770;0;6;3;10014;84;8.749917127
ИАЭклипс1А;RU000A0JVNC0;445.4;9.75;0;0;0;61;9.82;92;09.06.2018;4.16;09.12.2047;10828;0;1;0;0;1;8.747144726
Совком 1В2;RU000A0ZYX28;100;0;0;0;0;0;4.36;182;05.09.2018;61.0338;17.04.2018;0;0;0;0;0;0;8.743956044
ИА АТБ А;RU000A0JTHU8;86.87;-26.91;0;0;101;100;1.87;90;26.04.2018;1.69;26.04.2045;9871;0;1;1;1000;1000;8.73015873
ВЭБлиз2Р-1;RU000A0JVRV1;1000;0;0;0;0;62;43.43;182;10.09.2018;8.59;01.09.2025;2694;0;1;0;0;20;8.709862637
ВЭБлизБ06;RU000A0JV9D8;1000;7.68;0;133;100.4;68.01;43.43;182;28.08.2018;11.69;18.02.2025;2499;0;4;1;2000;23;8.709862637
ВЭБлизБ07;RU000A0JV9H9;1000;7.69;0;135;100.35;68.01;43.43;182;30.08.2018;11.22;20.02.2025;2501;0;4;3;6257;232;8.709862637
ВЭБлизБ09;RU000A0JVQQ3;1000;0;0;0;0;62;43.43;182;27.08.2018;11.93;18.08.2025;2680;0;1;0;0;20;8.709862637
АльфаБО-20;RU000A0JXRV7;1000;7.32;0;699;103;100.01;43.38;182;29.05.2018;33.37;11.05.2032;5138;0;9;1;100;121;8.699835165
Газпнф1P1R;RU000A0JXNF9;1000;7.51;0;1261;104.69;102.5;43.38;182;10.10.2018;1.43;06.04.2022;1450;0;5;4;101361;180;8.699835165
КЧР 2017;RU000A0ZYL22;1000;8.43;102.45;1703;102.45;102.12;21.69;91;20.06.2018;6.44;18.12.2024;2437;22539;21;15;25515;4959;8.699835165
Лента Б1P1;RU000A0JXRX3;1000;6.95;0;699;0;97.76;43.38;182;29.05.2018;33.37;26.05.2020;770;0;3;0;0;16;8.699835165
РЖД Б01P1R;RU000A0JXN05;1000;7.43;105.9;1513;105.9;100.07;43.38;182;05.06.2018;31.7;18.05.2032;5145;26475;5;6;189078;58;8.699835165
РСХБ 7;RU000A0JPTE5;1000;7.11;0;49;102;99.54;43.38;182;05.06.2018;31.7;05.06.2018;49;0;13;1;91;137;8.699835165
ВТБЛизФБО3;RU000A0JV458;888.89;8.96;0;0;0;100;19.28;91;26.06.2018;4.45;21.12.2021;1344;0;3;0;0;4001;8.69982429
ВЭБлизБ01;RU000A0JUEE7;1000;0;0;0;0;68;43.13;182;24.07.2018;19.91;16.01.2024;2100;0;2;0;0;21;8.649697802
ГПБ БО-13;RU000A0JXTF6;1000;7.27;0;717;102.99;101.23;43.13;182;14.06.2018;29.39;14.06.2020;789;0;7;4;3712;3182;8.649697802
Дельта10ИП;RU000A0JU0A4;1000;12.68;0;0;0;0;43.13;182;04.07.2018;24.65;04.07.2018;78;0;0;0;0;0;8.649697802
РЖД БО-11;RU000A0JXJK7;1000;8.37;0;0;0;63.01;43.13;182;22.08.2018;13.03;04.02.2032;5041;0;2;0;0;2;8.649697802
РСХБ БО 2P;RU000A0JXUC1;1000;7.71;102.99;1016;102.9;102;43.13;182;25.06.2018;26.78;21.06.2021;1161;4119;19;7;48272;536;8.649697802
Роснфт1P4;RU000A0JXQK2;1000;7.83;103.98;1478;103.95;101.99;43.13;182;03.05.2018;39.34;22.04.2027;3292;217314;12;8;314014;393;8.649697802
Ростел1P2R;RU000A0JXPN8;1000;7.2;0;1225;105;63.25;43.13;182;25.04.2018;41.24;14.04.2027;3284;0;2;3;25000;51;8.649697802
Стржилинв1;RU000A0JUQW3;1000;0;0;0;100;62;42.93;182;11.07.2018;0;10.07.2019;449;0;1;1;3;1;8.609587912
ДОМ.РФ20об;RU000A0JR6S8;1000;7.9;0;2254;0;105.75;21.68;92;15.06.2018;7.78;15.12.2027;3529;0;3;0;0;1011;8.601304348
Акрон Б1P2;RU000A0JXSS1;1000;7.57;0;1133;103.7;102.36;42.88;182;05.06.2018;31.34;25.05.2027;3325;0;4;3;10001;27;8.59956044
КраснодКр1;RU000A0JXYS9;1000;8.16;0;1591;106.99;102.9;21.44;91;18.05.2018;14.14;09.08.2024;2306;0;7;5;463;13014;8.59956044
МФ МарЭл17;RU000A0JY031;1000;7.54;0;1502;105.25;103.73;21.44;91;30.05.2018;11.31;21.08.2024;2318;0;12;5;5389;3242;8.59956044
РСХБ БО15;RU000A0JV3R1;1000;7.34;0;879;103.55;63.07;21.44;91;22.06.2018;5.89;13.12.2024;2432;0;3;1;12749;22;8.59956044
Роснфт1P5;RU000A0JXR68;1000;0;0;0;0;61;21.44;91;17.05.2018;14.37;08.05.2025;2578;0;1;0;0;1;8.59956044
Якут-09 об;RU000A0JXR43;1000;7.05;0;1358;106.6;93.15;21.42;91;17.05.2018;14.36;16.05.2024;2221;0;5;2;2078;23;8.591538462
ВТБЛизФБО1;RU000A0JV441;736.85;8.84;0;0;0;100;15.74;91;26.06.2018;3.63;17.12.2024;2436;0;5;0;0;5001;8.567953726
МОЭСК БО10;RU000A0JXR50;1000;7.53;0;1249;104.9;63;42.63;182;17.05.2018;35.61;06.05.2027;3306;0;1;1;1;20;8.549423077
ПочтаРБ1P2;RU000A0JXRD5;1000;8.44;0;983;0;93.02;42.63;182;22.05.2018;34.43;11.05.2027;3311;0;3;0;0;41;8.549423077
ОренОбл 02;RU000A0JTZK1;600;5.71;0;239;101.89;100.36;12.72;91;20.06.2018;3.77;19.06.2019;428;0;10;5;3886;5186;8.503296703
ИА ПСПб А;RU000A0JUCX1;345.37;0.29;0;0;0;0;7.32;91;15.07.2018;0.16;15.07.2041;8490;0;0;0;0;0;8.501155155
Спектр 01;RU000A0JW8G2;1000;8.46;0;329;99.99;98;85;365;12.03.2019;8.38;12.03.2026;2886;0;2;1;50000;2;8.5
МКБ БО-10;RU000A0JUQQ5;1000;8.66;100;427;99.5;99.15;42.15;181;10.07.2018;22.59;10.07.2019;449;309864;9;7;7863;5272;8.499861878
ОФЗ 26218;RU000A0JVW48;1000;7.45;110.02;3100;109.5;110.056;42.38;182;03.10.2018;3.26;17.09.2031;4901;6031776;31;33;253504;324484;8.499285714
АльфаБО-14;RU000A0JUUA1;1000;8.52;0;149;101.99;100.06;42.38;182;13.09.2018;7.68;30.08.2029;4153;0;13;3;564;5046;8.499285714
БинбанкБ04;RU000A0JUFP0;1000;5.55;0;115;100.99;99.5;42.38;182;10.08.2018;15.6;07.02.2020;661;0;10;2;200087;5108;8.499285714
ВБРР Б1P1;RU000A0ZYCJ8;1000;8.21;0;837;102.25;100;42.38;182;09.10.2018;1.63;12.10.2020;909;0;1;4;5360;10;8.499285714
ГТЛК 1P-07;RU000A0ZYNY4;1000;8.59;100.67;1416;100.67;100.2;21.19;91;20.04.2018;20.49;31.12.2032;5372;65436;6;12;37860;5578;8.499285714
ГТЛК 1P-08;RU000A0ZYR91;1000;8.52;0;1310;100.83;100.2;21.19;91;08.05.2018;16.3;18.01.2033;5390;0;6;6;42180;3133;8.499285714
ДержаваБ01;RU000A0JU0B2;1000;4.17;0;0;140;90.5;21.19;91;10.07.2018;1.63;10.07.2023;1910;0;1;1;5;1;8.499285714
Зенит 11об;RU000A0JU7X1;1000;9.56;0;182;0;0;42.38;182;16.10.2018;0;16.10.2018;182;0;0;0;0;0;8.499285714
ИнТехЭл Б1;RU000A0JUL18;1000;8.68;0;0;0;65;42.38;182;24.04.2018;40.75;21.04.2020;735;0;1;0;0;1;8.499285714
МетИнвБ Б2;RU000A0JVF56;1000;27.17;0;0;99;55.01;42.38;182;24.05.2018;33.77;21.05.2020;765;0;2;1;1;2;8.499285714
НоябрПГЭ01;RU000A0JUZN3;1000;0;0;0;0;60;42.38;182;15.05.2018;35.86;10.11.2020;938;0;1;0;0;20;8.499285714
РЖД Б01P2R;RU000A0JXQ44;1000;7.25;0;2122;109.99;104.06;42.38;182;26.04.2018;40.29;02.04.2037;6925;0;26;4;27;560;8.499285714
РСХБ 17;RU000A0JT7M7;1000;8.68;100;182;100;93.05;42.38;182;16.10.2018;0;11.10.2022;1638;15000;4;0;0;34;8.499285714
РСХБ 23;RU000A0JUAD7;1000;7;0;206;0;90.01;42.38;182;18.05.2018;35.16;10.11.2023;2033;0;9;0;0;32;8.499285714
Роснфт1P6;RU000A0JXXD3;1000;0;0;0;0;0;42.38;182;25.07.2018;19.33;14.07.2027;3375;0;0;0;0;0;8.499285714
Роснфт1P7;RU000A0JXXE1;1000;7.24;0;906;0;63;42.38;182;25.07.2018;19.33;14.07.2027;3375;0;2;0;0;33;8.499285714
ТинькоффБ7;RU000A0JWM31;1000;8.65;0;247;100.49;99.8;42.38;182;28.06.2018;25.62;24.06.2021;1164;0;19;11;10879;144;8.499285714
ФСК ЕЭС-13;RU000A0JRL96;1000;7.36;0;1019;102.94;102.05;42.38;182;26.06.2018;26.08;22.06.2021;1162;0;3;4;32029;5002;8.499285714
ФСК ЕЭС-18;RU000A0JRZK5;1000;7.11;0;390;101.5;94.47;42.38;182;04.06.2018;31.21;27.11.2023;2050;0;3;1;1874;53;8.499285714
ЦентрИнБО7;RU000A0JUA60;1000;6.79;0;0;0;99;42.38;182;15.05.2018;35.86;13.11.2018;210;0;2;0;0;1001;8.499285714
АИЖК2014А3;RU000A0JUJ87;1000;-4.49;0;0;0;90.02;21.42;92;11.06.2018;8.62;11.06.2046;10282;0;4;0;0;14;8.498152174
